Nombre de la Institución Educativa|Provincia|Cantón|Sostenimiento|Jornada|Número de estudiantes|Número de docentes
JUAN DELGADO|LOJA|GONZANAMA|Fiscal|Matutina|16|2
PUERTO BOLIVAR|LOJA|GONZANAMA|Fiscal|Matutina|7|1
ESCUELA FISCAL MIXTA ROSAURA SALCEDO ROJAS|LOJA|GONZANAMA|Fiscal|Matutina|3|1
RIO SARAGURO|LOJA|GONZANAMA|Fiscal|Matutina|28|5
MARIA CELESTE BARRAGAN DE CHAVEZ|LOJA|GONZANAMA|Fiscal|Matutina|7|1
SANTA TERESA|LOJA|GONZANAMA|Fiscal|Matutina|18|1
UNIDAD EDUCATIVA SAN VICENTE DE PAUL|LOJA|GONZANAMA|Fiscomisional|Matutina|336|32
MEDALLA MILAGROSA|LOJA|GONZANAMA|Fiscal|Matutina|4|1
SAGRADO CORAZON|LOJA|GONZANAMA|Fiscal|Matutina|5|1
PIÑONALES|LOJA|GONZANAMA|Fiscal|Matutina|5|1
ESTADOS UNIDOS|LOJA|GONZANAMA|Fiscal|Matutina|10|1
JOSE MARTI|LOJA|GONZANAMA|Fiscal|Matutina|8|1
CAMILO PONCE ENRIQUEZ|LOJA|GONZANAMA|Fiscal|Matutina|21|2
CIUDAD DE GONZANAMA|LOJA|GONZANAMA|Fiscal|Matutina|55|6
TRATADO DE GIRON|LOJA|GONZANAMA|Fiscal|Matutina|7|1
JORGE JUAN HERRERA|LOJA|GONZANAMA|Fiscal|Matutina|11|2
JUAN DE SALINAS|LOJA|GONZANAMA|Fiscal|Matutina|22|6
ADAN CASTILLO CAÑAR|LOJA|GONZANAMA|Fiscal|Matutina|23|3
DR MANUEL DE JESUS LEON|LOJA|GONZANAMA|Fiscal|Matutina|3|1
NEWTON|LOJA|GONZANAMA|Fiscal|Matutina|18|3
CALIXTO CUEVA SANCHEZ|LOJA|GONZANAMA|Fiscal|Matutina|47|4
GALAPAGOS|LOJA|GONZANAMA|Fiscal|Matutina|28|2
BARTOLOME RUIZ|LOJA|GONZANAMA|Fiscal|Matutina|19|2
COLEGIO  NACIONAL JOSE FELIX DE VALDIVIESO|LOJA|GONZANAMA|Fiscal|Matutina|110|8
MANUEL CHAVEZ PAREDES|LOJA|GONZANAMA|Fiscal|Matutina|6|1
PEDRO BOUGUER|LOJA|GONZANAMA|Fiscal|Matutina|12|1
RIO GUAYAS|LOJA|GONZANAMA|Fiscal|Matutina|16|1
GONZALO PROCEL JARAMILLO|LOJA|GONZANAMA|Fiscal|Matutina|11|1
DR. JUAN FRANCISCO RUBIO|LOJA|GONZANAMA|Fiscal|Matutina|16|2
RAFAEL GARCIA|LOJA|GONZANAMA|Fiscal|Matutina|9|2
HAYDEE SIMANCAS|LOJA|GONZANAMA|Fiscal|Matutina|15|1
COLEGIO TECNICO AGRICOLA 30 DE SEPTIEMBRE|LOJA|GONZANAMA|Fiscal|Matutina|82|14
AGUSTIN CUEVA|LOJA|GONZANAMA|Fiscal|Matutina|61|8
MIGUEL ANGEL ALVAREZ CASTILLO|LOJA|GONZANAMA|Fiscal|Matutina|9|2
UNIDAD EDUCATIVA A DISTANCIA DE LOJA EXTENSIÓN PURUNUMA|LOJA|GONZANAMA|Fiscomisional|Matutina|48|7
DR. JAVIER SIMANCAS|LOJA|GONZANAMA|Fiscal|Matutina|7|1
RAQUEL BENIGNA ESPINOZA FIGUEROA|LOJA|GONZANAMA|Fiscal|Matutina|13|1
VICTOR MANUEL SAMANIEGO|LOJA|GONZANAMA|Fiscal|Matutina|17|2
COLEGIO TECNICO AGROPECUARIO GONZANAMA|LOJA|GONZANAMA|Fiscal|Matutina y Nocturna|271|33
COLEGIO COMPENSATORIO ARTESANAL DE GONZANAMÁ|LOJA|GONZANAMA|Fiscal|Matutina|110|12
JUAN MANUEL OJEDA LUNA|LOJA|GONZANAMA|Fiscomisional|Matutina|101|9
BALBINA MORENO|LOJA|GONZANAMA|Fiscomisional|Matutina|138|10
JUAN BAUTISTA AGUIRRE|LOJA|GONZANAMA|Fiscal|Matutina|41|3
LIC GILBERTO LEON YAGUANA|LOJA|GONZANAMA|Fiscal|Matutina|6|2
BALBINA MORENO (COLEGIO)|LOJA|GONZANAMA|Fiscomisional|Matutina|156|15
LAUTARO VICENTE LOAIZA|LOJA|GONZANAMA|Fiscal|Matutina|53|7
EUGENIA  CORDOVEZ DE FEBRES CORDERO ANEXO GURDERIA INFA|LOJA|GONZANAMA|Fiscal|Matutina|15|1
AMBROSIO CEVALLOS|LOJA|GONZANAMA|Fiscal|Matutina|3|1
CENTRO ARTESANAL DR. LYA HARTN|LOJA|GONZANAMA|Fiscal|Matutina y Vespertina|54|9
TARQUI NO 96|LOJA|GONZANAMA|Fiscal|Matutina|8|5
UNIDAD EDUCATIVA A DISTANCIA DE LOJA  EXTENSION GONZANAMA|LOJA|GONZANAMA|Fiscomisional|Matutina|115|7
DR CARLOS ANDRADE MARIN|LOJA|GONZANAMA|Fiscal|Matutina|14|2
12 DE OCTUBRE|LOJA|GONZANAMA|Fiscal|Matutina|106|9
NUEVA ESPERANZA|LOJA|GONZANAMA|Fiscal|Vespertina|20|5
DE MIS MANOS VISTEN|LOJA|GONZANAMA|Fiscal|Matutina|0|1
JESUS DEL GRAN PODER|LOJA|GONZANAMA|Fiscal|Vespertina|0|1
CABO MINACHO|LOJA|GONZANAMA|Fiscal|Matutina|7|1
AMERICA RUTH LOZADA RAMIREZ|LOJA|GONZANAMA|Fiscal|Matutina|11|2
12 DE JUNIO|LOJA|GONZANAMA|Fiscal|Matutina|7|1
DON DIEGO RIOFRIO|LOJA|GONZANAMA|Fiscal|Matutina|3|1
MANUEL JOSE JARAMILLO|LOJA|GONZANAMA|Fiscal|Matutina|16|2
SEGUNDO CUEVA CELI|LOJA|GONZANAMA|Fiscal|Matutina|15|2
ESCUELA FISCAL   AGRIPINA LUZURIAGA|LOJA|GONZANAMA|Fiscal|Matutina|18|2
DOMINGA LEON DE ANDRADE|LOJA|GONZANAMA|Fiscal|Matutina|13|2
SIN NOMBRE ( CARBONERA)|LOJA|GONZANAMA|Fiscal|Matutina|5|1
ROSA DELGADO RIOFRIO|LOJA|GONZANAMA|Fiscal|Matutina|8|1
ABELARDO FLORES|LOJA|GONZANAMA|Fiscal|Matutina|87|7
DANIEL SALVADOR OJEDA LUNA|LOJA|GONZANAMA|Fiscal|Matutina|18|2
PROVINCIA DE LOJA|LOJA|GONZANAMA|Fiscal|Matutina|40|3
VICENTE ROCAFUERTE|LOJA|GONZANAMA|Fiscal|Matutina|46|5
MONFILIO ZAMBRANO|LOJA|GONZANAMA|Fiscal|Matutina|4|1
JOSE MARIA BURNEO|LOJA|GONZANAMA|Fiscal|Matutina|51|4
ABEL ABIATAR QUEVEDO|LOJA|GONZANAMA|Fiscal|Matutina|14|2
CENTRO ARTESANAL BELGICA|LOJA|GONZANAMA|Fiscal|Vespertina|128|11
DR. BALTAZAR AGUIRRE|LOJA|GONZANAMA|Fiscal|Matutina|63|7
DR. JOSE MARIA RIOFRIO|LOJA|GONZANAMA|Fiscal|Matutina|15|2
COLEGIO TECNICO AGROPECUARIO  DR AGUSTIN CUEVA SAENZ|LOJA|GONZANAMA|Fiscal|Matutina|164|15
BELGICA|LOJA|GONZANAMA|Fiscal|Matutina|161|10
EL PROGRESO|LOJA|GONZANAMA|Fiscal|Vespertina|14|2
CENTRO EDUCATIVO PARTICULAR LA CALANDRIA|LOJA|LOJA|Particular|Matutina|11|3
JARDIN ANTONIO PEÑA CELI|LOJA|LOJA|Fiscal|Matutina|74|3
JOSE VICENTE ANDRADE|LOJA|LOJA|Fiscal|Matutina|22|2
DOLORES PALACIO BRAVO|LOJA|LOJA|Fiscal|Matutina|4|1
CUERPO DE PAZ|LOJA|LOJA|Fiscal|Matutina|3|1
PIEDAD BURNEO DE OJEDA|LOJA|LOJA|Fiscal|Matutina|5|1
CENTRO  DE   FORMACION ARTESANAL FISCAL VILCABAMBA|LOJA|LOJA|Fiscal|Nocturna|35|4
JUAN MONTALVO|LOJA|LOJA|Fiscal|Matutina|421|24
MANUEL RIOFRIO MORA|LOJA|LOJA|Fiscal|Matutina|17|2
MACARA|LOJA|LOJA|Fiscal|Matutina|4|1
TRECE DE ABRIL|LOJA|LOJA|Fiscal|Matutina|180|12
MIIGUEL CARPIO MENDIETA|LOJA|LOJA|Fiscal|Matutina|9|1
JULIAN DE RUA PIZARRO|LOJA|LOJA|Fiscal|Matutina|28|3
GONZALO ABAD GRIJALVA|LOJA|LOJA|Fiscal|Matutina|39|4
FRANCISCO JAVIER SALAZAR|LOJA|LOJA|Fiscal|Matutina|12|1
SAN PEDRO DE VILCABAMBA|LOJA|LOJA|Fiscal|Vespertina|122|10
ESCUELA ROSA CEVALLOS DE LUDEÑA|LOJA|LOJA|Fiscal|Matutina|13|1
LUCRECIA ALDEAN|LOJA|LOJA|Fiscal|Matutina|6|1
NUEVE DE OCTUBRE|LOJA|LOJA|Fiscal|Matutina|85|9
BETZABET LUZURIAGA|LOJA|LOJA|Fiscal|Matutina|5|1
COLEGIO NACIONAL MIXTO VILCABAMBA|LOJA|LOJA|Fiscal|Matutina y Nocturna|695|40
MATILDE PALACIO DE JARAMILLO|LOJA|LOJA|Fiscal|Matutina|23|3
DR. RICARDO SOTOMAYOR|LOJA|LOJA|Fiscal|Matutina|16|2
FRAY VICENTE SOLANO|LOJA|LOJA|Fiscal|Matutina|97|9
PEDRO LÓPEZ MEDRANO|LOJA|LOJA|Fiscal|Matutina|13|2
JUAN ULLAURI|LOJA|LOJA|Fiscal|Matutina|18|2
MANUEL BENJAMIN CARRION|LOJA|LOJA|Fiscal|Matutina|141|13
JOAQUIN PALACIOS|LOJA|LOJA|Fiscal|Matutina|13|2
VICENTE PAZ|LOJA|LOJA|Fiscal|Matutina|164|10
JOSE VASCONCELOS|LOJA|LOJA|Fiscal|Matutina|65|3
COLEGIO NACIONAL DR BALTAZAR AGUIRRE|LOJA|LOJA|Fiscal|Matutina|192|11
DIRIGENTES DEL FUTURO|LOJA|LOJA|Fiscal|Matutina|34|2
VICTOR GERARDO PILCO|LOJA|LOJA|Fiscal|Matutina|18|1
FRANCISCO EGUIGUREN|LOJA|LOJA|Fiscal|Matutina|8|1
LEONILA CORIZANDRA TANDAZO ATARIHUANA|LOJA|LOJA|Fiscal|Matutina|4|1
DR LUIS EMILIO RODRIGUEZ|LOJA|LOJA|Fiscal|Matutina|35|6
MANUEL ESTEBAN GODOY O.|LOJA|LOJA|Fiscal|Matutina|39|3
RAFAEL RODRIGUEZ PALACIOS|LOJA|LOJA|Fiscal|Nocturna|258|14
CAMILO DESTRUGE ILLINWORTH|LOJA|LOJA|Fiscal|Matutina|12|1
MARTHA BUCARAM DE ROLDOS|LOJA|LOJA|Fiscal|Matutina|18|1
TEODORO WOLF|LOJA|LOJA|Fiscal|Matutina|68|11
MANUEL GOMEZ  DE SALAZAR|LOJA|LOJA|Fiscal|Matutina|11|1
ROLANDO MERCHAN SEMERIA|LOJA|LOJA|Fiscal|Matutina|16|2
ELVIA BÉLGICA JIMÉNEZ DE GONZÁLEZ|LOJA|LOJA|Fiscal|Matutina|121|9
VICTOR MANUEL BURNEO|LOJA|LOJA|Fiscal|Matutina|16|2
LUIS VIVES|LOJA|LOJA|Fiscal|Matutina|8|1
ESCUELA ANGEL MINOS CUEVA|LOJA|LOJA|Fiscal|Matutina|10|2
UNIDAD EDUCATIVA MANUEL JOSÉ  RODRIGUEZ|LOJA|LOJA|Fiscomisional|Matutina|633|36
MARIA MONTESSORI|LOJA|LOJA|Fiscal|Matutina y Vespertina|295|13
NELSON BERMEO|LOJA|LOJA|Fiscal|Matutina|18|1
BLANCA CANO PALACIOS|LOJA|LOJA|Fiscal|Matutina|49|4
MANUEL BENIGNO FIGUEROA CARRION|LOJA|LOJA|Fiscal|Matutina|6|1
16 DE JULIO|LOJA|LOJA|Fiscal|Matutina|28|3
COLEGIO NACIONAL RUMISHITANA|LOJA|LOJA|Fiscal|Matutina|97|6
REINA JULIANA DE HOLANDA|LOJA|LOJA|Fiscal|Matutina|23|4
JOSE BENIGNO JARAMILLO|LOJA|LOJA|Fiscal|Matutina|28|3
VICTOR MERCANTE|LOJA|LOJA|Fiscal|Matutina|139|11
COLEGIO NACIONAL DR. EDUARDO MORA MORENO|LOJA|LOJA|Fiscal|Matutina|147|12
CLORINDA ESPINOSA|LOJA|LOJA|Fiscal|Matutina|16|2
BENJAMIN FRANKLIN NO 30|LOJA|LOJA|Fiscal|Matutina|124|10
SIN NOMBRE (LINDEROS)|LOJA|LOJA|Fiscal|Matutina|3|1
RIO LAGARTOCOCHA|LOJA|LOJA|Fiscal|Matutina|5|1
DR HUGO GUILLERMO GONZALEZ|LOJA|LOJA|Fiscal|Matutina|32|2
BENJAMIN AYORA|LOJA|LOJA|Fiscal|Matutina|25|2
OLGA MOROCHO CORREA|LOJA|LOJA|Fiscal|Matutina|6|1
JUAN ZAMBRANO|LOJA|LOJA|Fiscal|Matutina|18|2
TULCAN|LOJA|LOJA|Fiscal|Matutina|25|3
JOSE MARIA BUSTAMANTE|LOJA|LOJA|Fiscal|Matutina|62|4
RICARDO VALDIVIESO|LOJA|LOJA|Fiscal|Matutina|252|14
VICENTE JARAMILLO PALACIO|LOJA|LOJA|Fiscal|Matutina|9|1
PEDRO PINTO GUZMAN|LOJA|LOJA|Fiscal|Matutina|17|2
ANGEL RUBEN  PLACENCIA|LOJA|LOJA|Fiscal|Matutina|34|3
CLOTARIO ESPINOSA SIGCHO|LOJA|LOJA|Fiscal|Matutina|33|3
GUILLERMO HERRERA SANCHEZ|LOJA|LOJA|Fiscal|Matutina|42|7
PIO JARAMILLO ALVARADO|LOJA|LOJA|Fiscal|Matutina|47|4
DR. BENJAMIN AYORA CUEVA|LOJA|LOJA|Fiscal|Matutina|48|7
PEDRO FERMIN CEVALLOS|LOJA|LOJA|Fiscal|Matutina|14|2
ISABEL DE ARAGON|LOJA|LOJA|Fiscal|Matutina|103|13
ADOLFO VALAREZO|LOJA|LOJA|Fiscal|Matutina|29|2
JUAN BENIGNO VELA|LOJA|LOJA|Fiscal|Matutina|4|1
JUVENTUD EN MARCHA|LOJA|LOJA|Fiscal|Vespertina|0|0
EDUARDO UNDA BUSTAMANTE|LOJA|LOJA|Fiscal|Matutina|19|2
LIBIA MELIDA JARAMILLO|LOJA|LOJA|Fiscal|Matutina|9|1
LEONCIO JARAMILLO ESCUDERO|LOJA|LOJA|Fiscal|Matutina|7|1
ANTONIO JIMENEZ DE MONTE|LOJA|LOJA|Fiscal|Matutina|7|1
MARIA DOMINGA GUAYA SINCHE|LOJA|LOJA|Fiscal|Matutina|15|2
SAN VICENTE FERRER|LOJA|LOJA|Fiscal|Matutina|170|21
GONZALEZ SUAREZ|LOJA|LOJA|Fiscal|Matutina|139|9
CENTRO OCUPACIONAL DE MÚSICA EMILIO ESCUDERO|LOJA|LOJA|Fiscal|Matutina y Vespertina|0|0
SEI FOOTPRINTS ELEMENTARY SCHOOL (PRIMARIA)|LOJA|LOJA|Particular|Matutina|65|19
LOS OLIVOS|LOJA|LOJA|Particular|Matutina|37|3
MUNDO DE COLORES|LOJA|LOJA|Particular|Matutina|66|9
CABO MINACHO|LOJA|LOJA|Fiscomisional|Vespertina|20|1
COLEGIO POPULAR A DISTANCIA PIO JARAMILLO ALVARADO|LOJA|LOJA|Fiscal|Matutina|158|8
ESCUELA FISCAL DE NIÑAS ELISEO ÁLVAREZ|LOJA|LOJA|Fiscal|Matutina|461|21
CENTRO EDUCATIVO AMAUTA|LOJA|LOJA|Particular|Matutina|82|15
CDI YACUARCUNA ANEXO A LA GUARDERIA|LOJA|LOJA|Fiscal|Matutina|28|1
DR MANUEL BENJAMIN CARRION MORA|LOJA|LOJA|Fiscal|Matutina|192|10
DOCTOR BENJAMIN CARRION|LOJA|LOJA|Fiscal|Nocturna|268|16
ESPECIAL CIUDAD DE LOJA N1|LOJA|LOJA|Fiscal|Matutina|60|9
CENTRO EDUCATIVO PARTICULAR BILINGUE ARCOIRIS|LOJA|LOJA|Particular|Matutina|30|3
ESCUELA FISCOMISIONAL EDUVIGES PORTALET|LOJA|LOJA|Fiscomisional|Matutina|201|13
ESCUELA ALONSO DE MERCADILLO|LOJA|LOJA|Fiscal|Matutina|834|33
CENTRO EDUCATIVO INTEGRAL ALBORADA|LOJA|LOJA|Particular|Matutina|19|7
COLEGIO EXPIREMENTAL PIO JARAMILLO ALVARADO|LOJA|LOJA|Fiscal|Matutina, Vesperina y Nocturna|1201|82
CHISPITAS|LOJA|LOJA|Particular|Matutina|28|3
CENTRO DE FORMACION ARTESANAL  FEDERACION DE ARTESANOS DE LOJA|LOJA|LOJA|Fiscal|Nocturna|175|9
UNIDAD EDUCATIVA  MUNICIPAL  PRADERA|LOJA|LOJA|Municipal|Matutina|211|11
MANUEL JOSE AGUIRRE|LOJA|LOJA|Fiscal|Matutina|152|14
UNIDAD EDUCATIVA EXPERIMENTAL PARA CIEGOS LUIS BRAILLE|LOJA|LOJA|Fiscal|Nocturna|22|12
NICOLASA JURADO|LOJA|LOJA|Fiscal|Nocturna|47|7
PIO JARAMILLO ALVARADO|LOJA|LOJA|Fiscal|Matutina|215|10
LINDEMBERG|LOJA|LOJA|Fiscal|Matutina|8|1
GOTITAS DE MIEL|LOJA|LOJA|Particular|Matutina|56|8
COLEGIO EXPERIMENTAL BERNARDO VALDIVIESO|LOJA|LOJA|Fiscal|Matutina, Vesperina y Nocturna|3697|199
